"","timepoint","bw_date","ID","species","colony","coralID","colony_ID","home_reef","transplant_reef","collection_site","transplant_site","transplant","pale.or.bleached","partial.mortality","mortality","parent.colony.length","parent.colony.width","parent.colony.height","parent.colony.area","parent.colony.volume","bw","bw_sd","bw_se","surface.area","sa_sd","sa_se","chla","carbs_sa","carbs_dw","lipids_sa","lipids_dw","protein_dw","protein_sa","months","speciescolony","prot_mean","protlowerci","protupperci"
"918","T3","5/29/2019","SSID S3 22","SSID","S3","22","OSS3","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",25,21,13,525,6825,28.19666667,0.005773503,0.004082483,11.93795236,0.058481147,0.033764106,4275.11634,1.390850098,0.029150694,0.4258883,0.008926152,0.03390411,1.617647059,17,"SSID:S3",0.0303053672958371,-0.0410856516886069,0.101445584525726
"935","T1","3/6/2018","SSID 4 14","SSID","S4","14","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","Y","N","alive",24,19,9,456,4104,8.09063867,0.005773503,0.004082483,11.54135102,0.103130617,0.05954249,503.1237818,NA,0.060341718,NA,0.048333363,0.008335576,1.041666667,3,"SSID:S4",0.0928376001498973,0.0117103681783558,0.171444366117291
"941","T1","3/9/2018","SSID 4 20","SSID","S4","20","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,12.20778947,0,0,14.48859297,0.107215386,0.061900832,1013.191111,NA,0.046618532,NA,0.017687722,0.028073159,3.021442495,3,"SSID:S4",0.0209800082119547,-0.0545602544517397,0.0964759133796395
"947","T2","9/26/2018","SSID 4 15","SSID","S4","15","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",24,19,9,456,4104,8.891068301,0.005773503,0.004082483,10.12987554,0.018995031,0.010966786,3048.872727,2.696277716,0.071386638,0.916553541,0.024266668,0.166878107,4.836050725,9,"SSID:S4",0.193047165230291,0.113454718593435,0.26857497118777
"952","T2","9/25/2018","SSID 4 21","SSID","S4","21","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,21.03201407,0.011547005,0.008164966,21.42913325,0.038260935,0.022089961,3573.624242,2.368453096,0.03806887,0.410100213,0.006591666,0.092442605,4.298214286,9,"SSID:S4",0.129316706012672,0.051088600925654,0.205605107297103
"957","T3","5/31/2019","SSID S4 16","SSID","S4","16","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",24,19,9,456,4104,18.68666667,0.005773503,0.004082483,19.46017494,0.553749088,0.319707185,1070.618947,2.439145739,0.046240565,2.269343396,0.043021506,0.016790223,0.885668277,17,"SSID:S4",0.018282613812905,-0.0552428688510355,0.088539046464186
"961","T3","5/29/2019","SSID S4 22","SSID","S4","22","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,25.90757042,0.005773503,0.004082483,27.60427075,0.668643447,0.386041474,7415.222857,3.551773325,0.042338609,2.393762587,0.028534642,0.038957296,3.268115942,17,"SSID:S4",0.0303053672958371,-0.0410856516886069,0.101445584525726
"978","T1","3/6/2018","SSID 5 14","SSID","S5","14","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,8.883333333,0.005773503,0.004082483,9.037056969,0.033434499,0.019303417,764.4779085,NA,0.008909133,NA,0.005495046,0.214836908,10.22135417,3,"SSID:S5",0.0928376001498973,0.0117103681783558,0.171444366117291
"984","T1","3/9/2018","SSID 5 20","SSID","S5","20","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",20,16,10,320,3200,12.33659947,0.01,0.007071068,15.01272999,0.148973559,0.086009924,1065.649231,NA,0.040961444,NA,0.043905466,0.022800474,1.799242424,3,"SSID:S5",0.0209800082119547,-0.0545602544517397,0.0964759133796395
"990","T2","9/26/2018","SSID 5 15","SSID","S5","15","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,9.323951049,0.02081666,0.014719601,13.45460553,0.076793618,0.044336816,1610.123636,2.493459444,0.049473402,0.358900585,0.007121043,0.2690888,8.755147059,9,"SSID:S5",0.193047165230291,0.113454718593435,0.26857497118777
"995","T2","9/25/2018","SSID 5 21","SSID","S5","21","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",20,16,10,320,3200,20.22451839,0.01,0.007071068,21.65607775,0.025825925,0.014910605,3738.356364,1.228007801,0.035918476,NA,NA,0.110386873,5.288791322,9,"SSID:S5",0.129316706012672,0.051088600925654,0.205605107297103
"1000","T3","5/31/2019","SSID S5 16","SSID","S5","16","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,9.7785777,0.01,0.007071068,14.39740421,0.414625502,0.239384145,531.2376471,1.031449333,0.042615831,0.557308689,0.02302602,0.01721519,0.416666667,17,"SSID:S5",0.018282613812905,-0.0552428688510355,0.088539046464186
"1004","T3","5/29/2019","SSID S5 22","SSID","S5","22","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","Y","alive",20,16,10,320,3200,22.33333333,0.015275252,0.010801234,19.50771913,0.40255423,0.232414793,2621.632,1.043117085,0.030102183,0.871093131,0.02513793,0.019078287,0.661111111,17,"SSID:S5",0.0303053672958371,-0.0410856516886069,0.101445584525726
"1027","T1","3/9/2018","SSID 6 20","SSID","S6","20","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",19,20,12,380,4560,18.86363716,0.01,0.007071068,20.43534504,0.122588324,0.070776402,654.4685714,NA,0.066899147,NA,0.037234611,0.021765392,1.704059829,3,"SSID:S6",0.0209800082119547,-0.0545602544517397,0.0964759133796395
"1039","T2","9/25/2018","SSID 6 21","SSID","S6","21","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","Y","alive",19,20,12,380,4560,21.99043478,0.005773503,0.004082483,21.64989147,0.080320873,0.046373278,7649.762319,1.195797602,0.125977556,NA,NA,0.167399444,4.657291667,9,"SSID:S6",0.129316706012672,0.051088600925654,0.205605107297103
"1046","T3","5/31/2019","SSID S6 16","SSID","S6","16","OSS6","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",19,20,12,380,4560,27.23110721,0.005773503,0.004082483,32.27574465,0.404429593,0.233497534,1842.165657,0.607749487,0.027521427,0.463294594,0.020979908,0.015849457,0.35,17,"SSID:S6",0.018282613812905,-0.0552428688510355,0.088539046464186
"1050","T3","5/29/2019","SSID S6 22","SSID","S6","22","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",19,20,12,380,4560,27.48666667,0.015275252,0.010801234,29.57401894,0.122638116,0.070805149,4138.496,2.56937238,0.032046652,1.258231469,0.015693368,0.023573139,1.89,17,"SSID:S6",0.0303053672958371,-0.0410856516886069,0.101445584525726
"35","T0","12/11/2017","PSTR 1 13","PSTR","P1","13","NSP1","NS","control","control","control","NS Native","N","N","alive",19,14,8,266,2128,NA,NA,NA,NA,NA,NA,21836.49524,1.17929677,0.017029635,3.059693761,0.044183507,0.066098475,4.62962963,0,"PSTR:P1",0.0514847441610281,-0.0194762804531148,0.12084954206621
"35.1","T0","12/11/2017","PSTR 1 13","PSTR","P1","13","NSP1","NS","control","control","control","OS Transplant","N","N","alive",19,14,8,266,2128,NA,NA,NA,NA,NA,NA,21836.49524,1.17929677,0.017029635,3.059693761,0.044183507,0.066098475,4.62962963,0,"PSTR:P1",0.0510183677575396,-0.0237624980201452,0.121745963031293
"78","T0","12/11/2017","PSTR 2 13","PSTR","P2","13","NSP2","NS","control","control","control","NS Transplant","N","N","alive",22,19,10,418,4180,NA,NA,NA,NA,NA,NA,12762.31111,1.20913067,0.020768937,0.942819352,0.016194574,0.029543843,1.515151515,0,"PSTR:P2",0.194217946482074,0.10626166425194,0.285710036597667
"78.1","T0","12/11/2017","PSTR 2 13","PSTR","P2","13","NSP2","NS","control","control","control","OS Native","N","N","alive",22,19,10,418,4180,NA,NA,NA,NA,NA,NA,12762.31111,1.20913067,0.020768937,0.942819352,0.016194574,0.029543843,1.515151515,0,"PSTR:P2",0.193605321589301,0.107147367966398,0.285100131933846
"121","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","NS Native","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.0514847441610281,-0.0194762804531148,0.12084954206621
"121.1","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","OS Transplant","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.0510183677575396,-0.0237624980201452,0.121745963031293
"167","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","NS Native","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.0514847441610281,-0.0194762804531148,0.12084954206621
"167.1","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","OS Transplant","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.0510183677575396,-0.0237624980201452,0.121745963031293
"213","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","NS Native","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.0514847441610281,-0.0194762804531148,0.12084954206621
"213.1","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","OS Transplant","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.0510183677575396,-0.0237624980201452,0.121745963031293
"258","T0","12/11/2017","PSTR 6 13","PSTR","P6","13","NSP6","NS","control","control","control","NS Transplant","N","N","alive",20,18,15,360,5400,NA,NA,NA,NA,NA,NA,11252.26667,1.269119346,0.011029571,3.601802532,0.031302287,0.657481435,25.18055556,0,"PSTR:P6",0.194217946482074,0.10626166425194,0.285710036597667
"258.1","T0","12/11/2017","PSTR 6 13","PSTR","P6","13","NSP6","NS","control","control","control","OS Native","N","N","alive",20,18,15,360,5400,NA,NA,NA,NA,NA,NA,11252.26667,1.269119346,0.011029571,3.601802532,0.031302287,0.657481435,25.18055556,0,"PSTR:P6",0.193605321589301,0.107147367966398,0.285100131933846
"309","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","NS Native","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.0514847441610281,-0.0194762804531148,0.12084954206621
"309.1","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","OS Transplant","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.0510183677575396,-0.0237624980201452,0.121745963031293
"445","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","NS Transplant","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.194217946482074,0.10626166425194,0.285710036597667
"445.1","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","OS Native","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.193605321589301,0.107147367966398,0.285100131933846
"488","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","NS Native","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.0514847441610281,-0.0194762804531148,0.12084954206621
"488.1","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","OS Transplant","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.0510183677575396,-0.0237624980201452,0.121745963031293
"531","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","NS Transplant","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.194217946482074,0.10626166425194,0.285710036597667
"531.1","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","OS Native","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.193605321589301,0.107147367966398,0.285100131933846
"536","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","NS Native","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.143837317456244,0.075459991981907,0.216034857236595
"536.1","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","OS Transplant","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.145117638294546,0.0696936019123725,0.215051404818277
"578","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","NS Transplant","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.0421395932692195,-0.0393773119982877,0.122100761155162
"578.1","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","OS Native","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.040826413600631,-0.038245381696548,0.12111217429669
"623","T0","12/10/2017","SSID 3 13","SSID","S3","13","NSS3","NS","control","control","control","NS Native","N","N","alive",26,15,9,390,3510,NA,NA,NA,NA,NA,NA,13762.2528,2.790975317,0.045143557,2.594706362,0.041968939,0.065078791,3.075,0,"SSID:S3",0.143837317456244,0.075459991981907,0.216034857236595
"623.1","T0","12/10/2017","SSID 3 13","SSID","S3","13","NSS3","NS","control","control","control","OS Transplant","N","N","alive",26,15,9,390,3510,NA,NA,NA,NA,NA,NA,13762.2528,2.790975317,0.045143557,2.594706362,0.041968939,0.065078791,3.075,0,"SSID:S3",0.145117638294546,0.0696936019123725,0.215051404818277
"664","T0","12/10/2017","SSID 4 13","SSID","S4","13","NSS4","NS","control","control","control","NS Native","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,1518.411294,3.032097157,0.047120403,1.237311652,0.019228481,0.048959353,5.010683761,0,"SSID:S4",0.143837317456244,0.075459991981907,0.216034857236595
"664.1","T0","12/10/2017","SSID 4 13","SSID","S4","13","NSS4","NS","control","control","control","OS Transplant","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,1518.411294,3.032097157,0.047120403,1.237311652,0.019228481,0.048959353,5.010683761,0,"SSID:S4",0.145117638294546,0.0696936019123725,0.215051404818277
"709","T0","12/10/2017","SSID 5 13","SSID","S5","13","NSS5","NS","control","control","control","NS Transplant","N","N","alive",30,22,17,660,11220,NA,NA,NA,NA,NA,NA,5632.775758,8.102944836,0.09891778,2.363002485,0.028846668,0.064856314,2.426035503,0,"SSID:S5",0.0421395932692195,-0.0393773119982877,0.122100761155162
"709.1","T0","12/10/2017","SSID 5 13","SSID","S5","13","NSS5","NS","control","control","control","OS Native","N","N","alive",30,22,17,660,11220,NA,NA,NA,NA,NA,NA,5632.775758,8.102944836,0.09891778,2.363002485,0.028846668,0.064856314,2.426035503,0,"SSID:S5",0.040826413600631,-0.038245381696548,0.12111217429669
"751","T0","12/10/2017","SSID 6 13","SSID","S6","13","NSS6","NS","control","control","control","NS Native","N","N","alive",35,20,18,700,12600,NA,NA,NA,NA,NA,NA,2703.466667,3.122290833,0.069926152,1.682173962,0.037673605,0.049652338,2.651515152,0,"SSID:S6",0.143837317456244,0.075459991981907,0.216034857236595
"751.1","T0","12/10/2017","SSID 6 13","SSID","S6","13","NSS6","NS","control","control","control","OS Transplant","N","N","alive",35,20,18,700,12600,NA,NA,NA,NA,NA,NA,2703.466667,3.122290833,0.069926152,1.682173962,0.037673605,0.049652338,2.651515152,0,"SSID:S6",0.145117638294546,0.0696936019123725,0.215051404818277
"803","T0","12/13/2017","SSID 1 26","SSID","S1","26","OSS1","OS","control","control","control","NS Transplant","N","N","alive",18,14,9,252,2268,NA,NA,NA,NA,NA,NA,1121.241212,2.651668676,0.060441885,5.078958316,0.115769295,0.040878027,2.722222222,0,"SSID:S1",0.0421395932692195,-0.0393773119982877,0.122100761155162
"803.1","T0","12/13/2017","SSID 1 26","SSID","S1","26","OSS1","OS","control","control","control","OS Native","N","N","alive",18,14,9,252,2268,NA,NA,NA,NA,NA,NA,1121.241212,2.651668676,0.060441885,5.078958316,0.115769295,0.040878027,2.722222222,0,"SSID:S1",0.040826413600631,-0.038245381696548,0.12111217429669
"891","T0","12/13/2017","SSID 3 26","SSID","S3","26","OSS3","OS","control","control","control","NS Native","N","N","alive",25,21,13,525,6825,NA,NA,NA,NA,NA,NA,3263.644444,2.778453357,0.045194009,0.807119469,0.013128514,0.491896722,36.28409091,0,"SSID:S3",0.143837317456244,0.075459991981907,0.216034857236595
"891.1","T0","12/13/2017","SSID 3 26","SSID","S3","26","OSS3","OS","control","control","control","OS Transplant","N","N","alive",25,21,13,525,6825,NA,NA,NA,NA,NA,NA,3263.644444,2.778453357,0.045194009,0.807119469,0.013128514,0.491896722,36.28409091,0,"SSID:S3",0.145117638294546,0.0696936019123725,0.215051404818277
"934","T0","12/13/2017","SSID 4 26","SSID","S4","26","OSS4","OS","control","control","control","NS Transplant","N","N","alive",24,19,9,456,4104,NA,NA,NA,NA,NA,NA,2405.431579,4.27785026,0.078228579,2.51174887,0.045932076,0.027965944,2.083333333,0,"SSID:S4",0.0421395932692195,-0.0393773119982877,0.122100761155162
"934.1","T0","12/13/2017","SSID 4 26","SSID","S4","26","OSS4","OS","control","control","control","OS Native","N","N","alive",24,19,9,456,4104,NA,NA,NA,NA,NA,NA,2405.431579,4.27785026,0.078228579,2.51174887,0.045932076,0.027965944,2.083333333,0,"SSID:S4",0.040826413600631,-0.038245381696548,0.12111217429669
"977","T0","12/13/2017","SSID 5 26","SSID","S5","26","OSS5","OS","control","control","control","NS Native","N","N","alive",20,16,10,320,3200,NA,NA,NA,NA,NA,NA,797.7916484,0.785430966,0.019215654,2.982274617,0.072961671,0.186648885,21.1875,0,"SSID:S5",0.143837317456244,0.075459991981907,0.216034857236595
"977.1","T0","12/13/2017","SSID 5 26","SSID","S5","26","OSS5","OS","control","control","control","OS Transplant","N","N","alive",20,16,10,320,3200,NA,NA,NA,NA,NA,NA,797.7916484,0.785430966,0.019215654,2.982274617,0.072961671,0.186648885,21.1875,0,"SSID:S5",0.145117638294546,0.0696936019123725,0.215051404818277
"1020","T0","12/13/2017","SSID 6 26","SSID","S6","26","OSS6","OS","control","control","control","NS Transplant","N","N","alive",19,20,12,380,4560,NA,NA,NA,NA,NA,NA,2528.6912,5.12918709,0.064491459,3.167850063,0.039830731,0.01040246,0.925925926,0,"SSID:S6",0.0421395932692195,-0.0393773119982877,0.122100761155162
"1020.1","T0","12/13/2017","SSID 6 26","SSID","S6","26","OSS6","OS","control","control","control","OS Native","N","N","alive",19,20,12,380,4560,NA,NA,NA,NA,NA,NA,2528.6912,5.12918709,0.064491459,3.167850063,0.039830731,0.01040246,0.925925926,0,"SSID:S6",0.040826413600631,-0.038245381696548,0.12111217429669
